descricao_produto_preco_minimo;id_produto;uf;regionalizacao;ano_inicio_vigencia;mes_incio_vigencia;ano_termino_vigencia;mes_termino_vigencia;preco;dsc_unidade_comercializacao;nome_normativo;url
MILHO                                   ;4742;PB;PB             ;2018;06;2019;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PB;PB             ;2019;06;2020;05;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;PB;PB             ;2020;06;2021;05;24.27;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;PB;PB             ;2021;06;2022;05;27.66;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;PB;PB             ;2022;06;2023;05;35.43;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;PB;PB             ;2023;06;2024;05;57.75;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;PB;PB             ;2024;06;2025;05;50.3;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;PB;PB             ;2025;06;2026;05;55.07;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;PE;PE             ;2014;06;2015;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PE;PE             ;2015;06;2016;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PE;PE             ;2016;06;2017;05;24.99;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PE;PE             ;2017;06;2018;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PE;PE             ;2018;06;2019;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PE;PE             ;2019;06;2020;05;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;PE;PE             ;2020;06;2021;05;24.27;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;PE;PE             ;2021;06;2022;05;27.66;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;PE;PE             ;2022;06;2023;05;35.43;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;PE;PE             ;2023;06;2024;05;57.75;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;PE;PE             ;2024;06;2025;05;50.3;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;PE;PE             ;2025;06;2026;05;55.07;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;PI;PI             ;2014;01;2014;05;20.76;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PI;PI             ;2014;06;2014;12;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PI;PI             ;2015;01;2015;12;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PI;PI             ;2016;01;2016;12;24.99;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PI;PI             ;2017;06;2018;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PI;PI             ;2017;01;2017;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PI;PI             ;2018;06;2019;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PI;PI             ;2019;06;2019;12;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;PI;PI             ;2020;01;2020;12;22.59;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;PI;PI             ;2021;01;2021;12;23.52;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;PI;PI             ;2022;01;2022;12;28.26;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;PI;PI             ;2023;01;2023;12;53.13;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;PI;PI             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;PI;PI             ;2025;01;2025;12;40.55;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;PR;PR             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PR;PR             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PR;PR             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PR;PR             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PR;PR             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PR;PR             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;PR;PR             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;PR;PR             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;PR;PR             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;PR;PR             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;PR;PR             ;2024;01;2024;12;47.79;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;PR;PR             ;2025;01;2025;12;45.83;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;RJ;RJ             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;RJ;RJ             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;RJ;RJ             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;RJ;RJ             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;RJ;RJ             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;RJ;RJ             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;RJ;RJ             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;RJ;RJ             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;RJ;RJ             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
