descricao_produto_preco_minimo;id_produto;uf;regionalizacao;ano_inicio_vigencia;mes_incio_vigencia;ano_termino_vigencia;mes_termino_vigencia;preco;dsc_unidade_comercializacao;nome_normativo;url
LARANJA                                 ;4641;AP;AP             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;AP;AP             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;AP;AP             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;AP;AP             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;AP;AP             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;AP;AP             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;AP;AP             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;AP;AP             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;AP;AP             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;AP;AP             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;AP;AP             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;BA;BA             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;BA;BA             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;BA;BA             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;BA;BA             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;BA;BA             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;BA;BA             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;BA;BA             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;BA;BA             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;BA;BA             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;BA;BA             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;BA;BA             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;CE;CE             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;CE;CE             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;CE;CE             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;CE;CE             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;CE;CE             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;CE;CE             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;CE;CE             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;CE;CE             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;CE;CE             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;CE;CE             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;CE;CE             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;DF;DF             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;DF;DF             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;DF;DF             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;DF;DF             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;DF;DF             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;DF;DF             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;DF;DF             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;DF;DF             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;DF;DF             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;DF;DF             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;DF;DF             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;ES;ES             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;ES;ES             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;ES;ES             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;ES;ES             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;ES;ES             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;ES;ES             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;ES;ES             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;ES;ES             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;ES;ES             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;ES;ES             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;ES;ES             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;GO;GO             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;GO;GO             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;GO;GO             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;GO;GO             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;GO;GO             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;GO;GO             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;GO;GO             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;GO;GO             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;GO;GO             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;GO;GO             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;GO;GO             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;MA;MA             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MA;MA             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MA;MA             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;MA;MA             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;MA;MA             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;MA;MA             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;MA;MA             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;MA;MA             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;MA;MA             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;MA;MA             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;MA;MA             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;MG;MG             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MG;MG             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MG;MG             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;MG;MG             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;MG;MG             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;MG;MG             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;MG;MG             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;MG;MG             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;MG;MG             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;MG;MG             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;MG;MG             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;MS;MS             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MS;MS             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MS;MS             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;MS;MS             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;MS;MS             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;MS;MS             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;MS;MS             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;MS;MS             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;MS;MS             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;MS;MS             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;MS;MS             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;MT;MT             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MT;MT             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;MT;MT             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;MT;MT             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;MT;MT             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;MT;MT             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;MT;MT             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;MT;MT             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;MT;MT             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;MT;MT             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;MT;MT             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;PA;PA             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PA;PA             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PA;PA             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;PA;PA             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;PA;PA             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;PA;PA             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;PA;PA             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;PA;PA             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;PA;PA             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;PA;PA             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;PA;PA             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;PB;PB             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PB;PB             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PB;PB             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;PB;PB             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;PB;PB             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;PB;PB             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;PB;PB             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;PB;PB             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
